customer_id,city,zip_code,latitude,longitude,offer,phone_service,multiple_lines,internet_service,internet_type,gigabits_used,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,unlimited_data,contract,payment_method,monthly_charge,total_charges,gender,age,married,kidhome,teenhome,income,churn,CLV,total_services_used
73,520,95333,37.249377,-120.249581,0,1,0,1,2,7.0,1,0,0,0,1,0,1,0,1,85.8,2193.65,0,71,0,0,1,67445.0,0,79843.14,4
74,810,95560,40.142256,-123.852927,2,0,0,1,1,7.0,1,0,0,1,0,0,1,1,1,35.4,1748.9,1,45,0,0,0,82333.0,0,87445.0,3
75,854,92122,32.85723,-117.209774,0,1,1,1,2,26.0,0,0,0,0,0,0,1,0,0,73.85,511.25,0,29,0,0,1,57107.0,0,4889.92,2
76,631,91755,34.049172,-118.115022,2,1,1,1,1,28.0,1,1,1,1,1,1,1,2,2,88.1,5526.75,0,62,1,0,0,68627.0,0,512725.74,8
77,84,95305,37.818589,-120.256995,4,1,0,1,2,12.0,0,0,1,1,1,1,1,0,0,101.35,1553.95,1,42,0,0,1,47743.0,0,33641.25,6
78,953,91381,34.364153,-118.615583,0,0,0,1,1,19.0,1,0,0,1,0,1,1,0,1,45.8,1147.0,0,51,0,0,1,78416.0,0,29822.0,4
79,674,95660,38.671295,-121.388251,0,1,0,1,2,23.0,0,0,1,0,1,1,1,0,0,94.65,6747.35,1,39,1,1,1,34026.0,0,658021.68,5
80,493,91746,34.038983,-117.991372,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,0,20.5,865.05,1,64,1,1,1,13260.0,1,91108.6,1
81,370,95443,39.045246,-122.743181,1,1,1,1,2,8.0,0,1,0,0,0,1,0,0,1,89.4,5976.9,1,55,0,0,0,94384.0,0,607223.76,4
82,12,91803,34.074736,-118.145959,0,1,0,1,2,16.0,1,1,0,1,0,0,1,0,0,86.25,181.65,0,40,0,0,0,41020.0,1,510.54,5
83,891,90403,34.031529,-118.491156,0,1,0,1,1,17.0,0,0,1,1,1,1,1,1,0,74.85,3268.05,0,76,0,0,0,78093.0,0,157952.08000000002,6
84,541,95240,38.123544,-121.159078,4,1,1,1,2,6.0,0,1,0,0,1,0,1,0,0,89.75,1052.4,0,57,0,0,1,40689.0,0,14699.52,4
85,554,90001,33.973616,-118.24902,0,1,1,1,2,17.0,0,1,1,1,1,1,1,2,0,109.95,7634.25,1,71,1,1,1,54466.0,0,614413.26,7
86,314,94533,38.287136,-122.02711,5,1,1,1,2,69.0,0,1,0,0,0,0,1,0,2,80.2,80.2,0,25,0,1,0,27244.0,0,81.43,3
87,957,95204,37.974498,-121.319568,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.85,63.75,0,24,0,1,0,39062.0,0,423.0,1
88,987,92592,33.507255,-117.029473,0,1,0,1,2,53.0,1,1,0,0,1,0,1,0,0,90.35,190.5,0,19,1,1,1,29298.0,0,399.6,5
89,316,92028,33.362575,-117.299644,0,1,1,1,2,4.0,0,1,1,0,0,0,1,2,0,86.45,2401.05,0,77,0,2,1,59062.0,0,66993.48,4
90,802,93554,35.405722,-117.773354,3,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,20.3,511.25,1,57,0,1,1,74881.0,0,22310.34,1
91,44,93422,35.453912,-120.69461,0,1,1,1,2,21.0,0,0,0,1,1,1,1,0,0,101.25,3949.15,0,73,1,2,0,15072.0,0,184665.0,5
92,768,95365,37.329725,-120.306399,0,1,1,1,2,8.0,0,0,0,0,1,1,1,0,0,94.7,2362.1,1,41,0,1,1,46779.0,0,80852.5,4
93,634,93021,34.312945,-118.858169,5,1,0,1,2,23.0,0,0,0,0,0,0,1,0,2,70.9,70.9,0,43,0,0,1,78353.0,0,110.71,2
94,932,93463,34.624399,-120.137875,4,1,0,1,1,21.0,1,0,0,1,0,0,1,0,0,54.2,1152.7,1,48,1,0,1,55761.0,0,38543.56,4
95,491,90638,33.902045,-118.008961,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,19.55,470.2,0,51,0,0,0,73926.0,0,17413.44,1
96,102,93516,34.95703,-117.73045,0,1,1,1,2,16.0,0,0,0,0,1,0,1,0,0,86.85,1564.4,0,34,1,0,0,43322.0,1,32553.839999999997,3
97,870,92078,33.119028,-117.166036,0,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,25.35,1847.55,1,21,1,0,0,80573.0,0,177553.25,1
98,255,92239,33.889605,-115.257009,0,1,1,1,2,20.0,1,0,1,1,1,1,1,1,0,109.9,3694.7,1,78,1,1,0,14515.0,1,149313.44999999998,7
99,234,95313,37.435664,-121.049056,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.95,58.0,0,60,0,0,1,31878.0,0,198.20999999999998,1
100,1013,95379,37.939768,-120.188002,0,1,1,1,2,13.0,0,1,0,0,1,0,1,0,0,87.2,4017.45,1,54,1,1,0,18978.0,0,191227.96,4
101,854,92120,32.807867,-117.060993,0,1,0,1,2,20.0,1,1,1,1,1,1,1,2,1,108.15,6825.65,1,42,1,1,0,49854.0,0,429955.74000000005,8
102,48,95603,38.912881,-121.082766,0,1,1,1,2,48.0,1,1,1,1,1,1,1,1,0,116.3,8309.55,1,22,0,1,1,44392.0,0,604496.13,8
103,351,93725,36.623632,-119.741322,0,1,0,1,2,11.0,0,0,0,0,1,1,1,2,0,89.0,605.45,1,71,1,0,0,74068.0,1,6294.68,4
104,250,93616,36.657462,-119.595293,3,1,0,1,2,28.0,1,0,0,0,0,0,1,0,1,74.4,1972.35,0,56,1,1,1,60544.0,0,87268.59,3
105,811,94065,37.527497,-122.230941,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,20.05,33.7,1,33,0,0,1,55260.0,0,74.64,1
106,514,92285,34.341737,-116.539416,3,0,0,1,0,75.0,1,0,0,1,0,0,1,2,0,35.05,844.45,0,32,0,0,0,37929.0,0,21111.25,3
107,409,90250,33.914775,-118.348083,0,1,0,1,1,5.0,1,1,0,0,1,1,1,1,0,74.75,2111.3,1,80,0,0,0,80573.0,0,98088.0,6
108,693,93445,35.059695,-120.604741,0,1,0,1,2,19.0,1,1,0,1,1,1,1,1,1,105.5,6205.5,0,73,1,0,0,91249.0,0,416905.16000000003,7
109,38,93202,36.315979,-119.710852,4,1,1,1,2,82.0,0,0,0,0,0,1,0,0,0,85.25,855.3,1,26,1,0,2,49681.0,1,9755.0,3
110,193,95612,38.384648,-121.578701,0,1,1,1,2,28.0,0,0,0,0,0,0,1,0,1,75.2,633.85,0,59,0,1,1,18701.0,0,6455.5199999999995,2
111,451,92620,33.716136,-117.752574,0,1,1,1,2,17.0,0,0,0,0,0,1,1,0,0,84.35,474.9,0,78,1,0,0,82504.0,0,3882.96,3
112,901,95066,37.070177,-122.010077,0,1,1,1,2,16.0,1,0,1,0,0,0,0,1,0,84.45,5848.6,0,47,1,0,0,18351.0,1,591611.52,4
113,842,95368,37.713152,-121.08739,0,1,1,1,2,20.0,1,0,0,0,1,1,1,2,0,102.4,6471.85,0,68,0,0,1,65106.0,0,472662.3,5
114,596,95519,40.965011,-124.015255,1,1,1,1,2,52.0,1,1,1,1,1,1,1,1,1,115.55,8127.6,0,30,0,1,0,35523.0,0,618961.0,8
115,45,94027,37.454924,-122.203168,3,1,1,0,2,26.189958310676094,0,0,0,0,0,0,1,1,0,25.3,676.35,1,62,0,0,1,7500.0,0,20390.0,1
116,436,92649,33.721917,-118.043237,2,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,19.25,864.2,0,52,1,0,1,48904.0,1,91235.48000000001,1
117,134,92320,33.982787,-117.057627,2,1,1,1,2,26.0,1,1,1,1,1,1,1,1,1,114.65,6049.5,0,63,1,1,0,23718.0,0,359915.4,8
118,240,94014,37.691561,-122.445202,0,1,0,1,2,7.0,1,0,1,1,1,1,1,0,0,105.1,1582.75,0,54,0,1,0,31590.0,0,28779.0,7
119,607,95461,38.787446,-122.58675,4,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,0,19.4,198.1,0,48,1,0,0,82025.0,0,3565.2000000000003,1
120,74,94705,37.858898,-122.240512,0,0,0,1,0,22.0,0,1,0,0,1,1,1,0,0,50.35,1098.85,0,51,0,0,1,49413.0,0,24174.699999999997,4
121,560,93249,35.637715,-119.893068,0,0,0,1,0,85.0,0,1,1,1,1,1,1,2,0,57.8,4039.3,0,22,1,0,0,38620.0,1,282680.3,6
122,357,92844,33.766476,-117.969795,3,1,0,1,2,20.0,1,1,1,0,0,0,0,0,1,84.3,2438.6,1,52,0,0,0,82733.0,0,99315.0,5
123,447,92203,33.752938,-116.230055,1,1,1,1,2,59.0,0,1,0,0,1,1,1,1,0,100.55,7113.75,1,22,1,0,0,69969.0,0,646731.9,5
124,714,93033,34.156629,-119.117218,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,1,19.8,576.65,1,33,1,1,1,37758.0,0,26128.5,1
125,854,92122,32.85723,-117.209774,5,1,1,1,2,19.0,0,1,1,0,0,0,1,0,0,84.8,371.9,1,26,1,0,0,62820.0,1,1947.92,4
126,306,92027,33.141265,-116.967221,5,1,0,1,2,28.0,0,0,1,0,0,1,1,0,0,85.85,167.3,1,58,0,0,1,65352.0,0,391.16,4
127,636,92553,33.923149,-117.244933,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,1,0,19.95,219.5,1,22,0,0,0,71626.0,0,2981.0,1
128,186,91710,33.990646,-117.663025,5,1,0,1,2,29.0,1,0,0,0,0,0,1,1,0,75.35,273.4,1,66,0,0,1,57937.0,0,1676.0,3
129,840,95820,38.53508,-121.444144,2,0,0,1,1,19.0,1,0,0,0,1,1,1,2,1,48.8,2555.05,1,69,0,0,1,55707.0,0,132862.6,4
130,854,92117,32.825086,-117.199424,0,1,1,1,0,85.0,0,0,0,0,0,0,1,0,0,47.15,223.15,1,25,0,1,0,66503.0,1,1666.0,2
131,1015,95380,37.474396,-120.875917,5,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,1,20.15,165.5,1,30,1,0,1,69401.0,0,1507.68,1
132,130,92231,32.690654,-115.431225,5,1,0,1,0,22.0,0,0,0,0,0,0,1,1,0,44.3,89.3,0,73,0,1,1,57136.0,1,274.24,2
133,392,95321,37.902968,-119.667544,5,1,0,1,2,26.0,0,1,0,0,0,1,1,0,0,84.3,235.05,1,46,0,0,1,59821.0,1,828.6299999999999,4
134,556,95033,37.160194,-121.945611,4,1,1,1,1,18.0,0,0,1,1,0,0,1,0,0,59.55,1144.6,1,40,0,1,1,44503.0,0,26025.25,4
135,201,93611,36.917652,-119.593757,1,1,1,1,1,13.0,1,1,1,1,0,0,1,2,0,69.65,4908.25,1,53,0,0,1,62972.0,0,372367.44000000006,6
136,439,96046,40.648024,-123.465088,2,0,0,1,1,7.0,1,0,0,1,0,0,1,1,0,36.1,2298.9,1,76,1,0,0,72190.0,0,144830.7,3
137,1094,91364,34.153733,-118.593408,0,0,0,1,1,29.0,1,1,1,1,1,0,1,2,0,56.6,3789.2,1,38,1,0,1,52569.0,0,250087.19999999998,6
138,987,92592,33.507255,-117.029473,0,1,0,1,2,27.0,0,0,0,1,0,0,1,0,0,75.9,75.9,1,23,0,1,1,7500.0,1,120.46,3
139,537,95334,37.361987,-120.748394,0,1,1,1,2,48.0,0,0,1,0,0,0,1,1,0,79.2,4765.0,0,24,0,0,1,71855.0,0,340944.0,3
140,1011,93274,36.185471,-119.375243,0,0,0,1,1,22.0,1,0,1,0,0,1,1,1,1,45.0,2196.3,0,43,1,1,1,36408.0,1,105422.40000000001,4
141,118,93427,34.631362,-120.238218,5,1,0,1,2,4.0,0,0,1,0,1,0,1,0,1,85.55,85.55,0,45,0,1,0,38360.0,0,118.89,4
142,724,93552,34.557711,-118.029441,0,1,1,1,2,15.0,0,0,0,0,1,1,1,0,0,93.35,1444.65,1,49,0,0,0,70515.0,0,32679.0,4
143,609,92655,33.744439,-117.98588,2,1,1,1,2,13.0,1,1,0,1,1,1,1,0,0,109.65,5405.8,0,62,1,0,1,62670.0,0,356715.0,7
144,330,95630,38.672638,-121.147403,1,1,1,1,0,30.0,1,1,1,1,1,1,1,2,1,89.7,6339.3,1,25,1,1,0,71952.0,0,631389.6,8
145,690,94619,37.787186,-122.14633,0,1,1,1,2,21.0,1,1,0,0,0,0,0,0,1,84.25,3847.6,0,37,0,0,1,54111.0,0,273148.92000000004,4
146,848,94960,37.99272,-122.575026,0,1,1,1,1,19.0,1,1,1,1,1,1,1,2,0,92.65,6733.0,0,35,1,1,0,29732.0,1,640296.0,8
147,270,91010,34.145695,-117.95982,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,0,1,19.7,19.7,1,37,1,0,0,80134.0,0,53.98,1
148,503,92530,33.655421,-117.391751,0,1,1,1,0,51.0,0,0,0,0,0,0,1,0,0,50.1,50.1,0,19,0,0,0,87195.0,0,79.23,2
149,853,92672,33.429488,-117.609432,1,1,0,1,2,21.0,1,1,0,1,1,0,1,2,0,92.45,6140.85,0,69,0,0,1,76998.0,0,422973.68,6
150,554,90004,34.076259,-118.310715,0,1,1,1,1,27.0,0,1,0,1,1,1,1,2,0,79.65,3870.3,0,44,1,0,0,26872.0,1,206372.16,6
151,267,90241,33.940884,-118.128628,0,1,0,1,2,73.0,1,1,1,1,1,1,1,2,0,109.9,7624.2,0,19,0,0,0,88420.0,0,766203.84,8
152,96,94923,38.377165,-123.037957,2,1,1,1,0,24.0,1,1,1,1,0,1,1,1,1,81.4,4354.45,1,64,1,1,1,46423.0,0,338214.76,7
153,181,95925,39.461768,-121.195825,1,1,0,1,0,28.0,0,1,0,0,0,0,1,1,1,50.55,3431.75,0,44,1,0,0,90247.0,0,440461.35000000003,3
154,566,92338,34.702766,-116.093376,3,1,0,1,2,13.0,0,0,0,0,0,1,1,0,0,81.05,2227.1,0,58,1,1,1,18701.0,0,75569.2,3
155,885,95051,37.348129,-121.98469,3,1,1,1,1,51.0,0,1,1,0,0,0,1,0,0,62.45,2045.55,0,29,1,0,0,71367.0,0,99536.32,4
156,745,92571,33.828289,-117.201666,0,1,0,1,0,25.0,1,0,0,0,0,0,1,0,0,75.2,1929.35,0,80,1,1,0,37509.0,0,57210.03,3
157,343,95540,40.584991,-124.121504,0,1,0,1,2,73.0,0,1,1,0,0,1,1,0,0,90.4,268.45,1,22,0,1,0,27733.0,0,1088.67,5
158,854,92122,32.85723,-117.209774,5,1,1,1,0,27.0,0,0,0,0,1,0,1,0,0,85.65,181.5,1,22,0,1,0,52413.0,0,524.72,3
159,855,91773,34.102119,-117.815532,0,1,0,1,0,11.0,0,0,1,1,1,1,1,0,1,72.9,651.4,0,50,0,0,0,35701.0,0,8737.289999999999,6
160,814,95672,38.724322,-120.991237,2,1,1,1,0,28.0,1,0,0,1,1,0,1,2,1,70.5,3486.65,1,53,1,1,0,28440.0,1,285557.5,5
161,198,96106,39.745805,-120.580882,0,1,0,0,2,26.189958310676094,0,0,0,0,0,0,1,2,0,20.1,1389.6,0,45,1,1,1,47472.0,0,255083.83,1
162,854,92122,32.85723,-117.209774,3,1,1,1,2,10.0,0,0,0,0,0,0,1,0,0,74.9,2303.35,1,76,1,0,0,34824.0,0,122183.36,2
